timestamp,cpu_burstable,cpu_regular,weight,arrival_rate,predicted_burstable,predicted_regular,current_burstable,current_regular
"1620692763094","0.4140153151683743","0.2229126254667566","1.0","625","1","1","1","1"
"1620692826649","0.5236262635600091","0.23554572469016302","0.4000000059604645","455","1","1","1","1"
"1620692890756","0.09097563688860705","0.2284785475282181","0.4000000059604645","546","1","1","1","1"
"1620692954206","0.4483639224502933","0.2663537498403684","0.4000000059604645","458","1","1","1","1"
"1620693018246","0.16293144234088952","0.47202511758278737","0.4000000059604645","575","1","1","1","1"
"1620693081604","0.3243482522533403","0.5093919031543237","0.4000000059604645","946","1","1","1","1"
"1620693153627","0.5782017863172711","0.6244646022848201","0.4000000059604645","1128","2","2","1","1"
"1620693219777","0.48689074224305384","0.8673964106120668","1.0","1319","2","2","2","2"
"1620693283881","0.35759238328727555","0.9758283370932","0.4000000059604645","1526","2","2","2","2"
"1620693347504","0.5207158972430989","0.5563733644248781","0.4000000059604645","1903","2","2","2","2"
"1620693416448","0.6240840732590852","0.7619668968766167","0.4000000059604645","2709","2","3","2","2"
"1620693482006","0.5316178162849687","0.8579606282979299","1.0","2852","2","3","2","3"
"1620693545515","0.880956086783038","0.8712967343636515","0.4000000059604645","2210","2","3","2","3"
"1620693609002","0.7139784111371964","0.8989622730985487","0.4000000059604645","2921","2","3","2","3"
"1620693680094","0.4878414003157559","0.8967749883870724","0.4000000059604645","3465","3","4","2","3"
"1620693744171","0.9096735118039111","0.8728559242213031","1.0","4139","3","5","3","4"
"1620693809809","0.9468507190793076","0.8923152255734065","1.0","3222","3","4","3","4"
"1620693873404","0.4933926796370833","0.8737976512860874","0.4000000059604645","3297","3","4","3","4"
"1620693942724","0.36138486383181173","0.7495103787943439","0.4000000059604645","5129","3","5","3","4"
"1620694008207","0.6195503326384779","0.8120308836372943","1.0","5726","3","5","3","5"
"1620694071628","0.9947207362670962","0.7989317402403829","0.4000000059604645","4210","3","5","3","5"
"1620694137286","0.9037733089855836","0.6605686615718372","0.4000000059604645","3820","3","4","3","5"
"1620694203769","0.4274068063459402","0.7377010164623121","0.4000000059604645","1175","2","2","3","4"
"1620694269191","0.24491399122678859","0.5392883668427599","0.4000000059604645","465","1","1","3","4"
"1620694334510","0.1993868267693617","0.15792027678678075","0.4000000059604645","619","1","1","2","3"
"1620694399895","0.044330485814476274","0.12389159031350223","0.4000000059604645","680","1","1","1","3"
"1620694463534","0.036440859452033826","0.1362277915634832","0.4000000059604645","705","1","1","1","2"
"1620694528808","0.03948758299621601","0.1592778132391204","0.4000000059604645","660","1","1","1","2"
"1620694592773","0.06912852651448607","0.20498904950745214","0.4000000059604645","430","1","1","1","2"
"1620694656089","0.07392179038077226","0.24618207956125912","0.4000000059604645","620","1","1","1","1"
"1620694719387","0.11302491492130003","0.23288163321476982","0.4000000059604645","605","1","1","1","1"
"1620694782958","0.10436778325267444","0.30126028874145805","0.4000000059604645","800","1","1","1","1"
"1620694846410","0.13000131572783669","0.4951913941930797","0.4000000059604645","563","1","1","1","1"
"1620694910000","0.21944060675554813","0.4769295943123628","0.4000000059604645","660","1","1","1","1"
"1620694973693","0.19006132025923533","0.48292298265806344","0.4000000059604645","535","1","1","1","1"
"1620695037079","0.19804608620315017","0.4786722028029771","0.4000000059604645","690","1","1","1","1"
